#proteinId,iprId,iprDesc,domainDb,domainId,domainDesc,numHits,domainStarts,domainEnds,score
1,IPR002529,"Fumarylacetoacetase, C-terminal",HMMPfam,PF01557,Fumarylacetoacetate (FAA) hydrolase family,1,"567,","779,",6.80E-57
3649,\N,\N,SUPERFAMILY,SSF51735,\N,1,"192,","321,",4.87E-09
3649,\N,\N,SUPERFAMILY,SSF52283,\N,2,"5,323,","139,360,","1.19E-40,1.19E-40"
3651,IPR011598,"Myc-type, basic helix-loop-helix (bHLH) domain",HMMPfam,PF00010,Helix-loop-helix DNA-binding domain,1,"52,","98,",2.10E-05
3651,IPR011598,"Myc-type, basic helix-loop-helix (bHLH) domain",ProSiteProfiles,PS50888,"Myc-type, basic helix-loop-helix (bHLH) domain profile.",1,"48,","99,",10.722
3651,IPR011598,"Myc-type, basic helix-loop-helix (bHLH) domain",SUPERFAMILY,SSF47459,\N,1,"43,","111,",1.10E-09
3653,IPR004839,"Aminotransferase, class I/classII",HMMPfam,PF00155,Aminotransferase class I and II,1,"177,","535,",1.60E-34
3653,IPR015424,Pyridoxal phosphate-dependent transferase,SUPERFAMILY,SSF53383,\N,1,"77,","552,",2.19E-66
3654,IPR000717,Proteasome component (PCI) domain,HMMPfam,PF01399,PCI domain,1,"343,","443,",7.20E-15
3654,IPR019585,"26S proteasome, regulatory subunit Rpn7",HMMPfam,PF10602,26S proteasome subunit RPN7,1,"105,","278,",1.00E-55
3654,IPR000717,Proteasome component (PCI) domain,SMART,SM00088,"motif in proteasome subunits, Int-6, Nip-1 and TRIP-15",1,"377,","460,",1.40E-17
3654,\N,\N,SUPERFAMILY,SSF46785,\N,1,"372,","453,",6.44E-15
3655,IPR000608,Ubiquitin-conjugating enzyme E2,HMMPfam,PF00179,Ubiquitin-conjugating enzyme,1,"1253,","1389,",2.20E-29
3655,IPR003613,U box domain,HMMPfam,PF04564,U-box domain,1,"689,","757,",8.20E-14
3655,\N,\N,HMMPfam,PF13519,von Willebrand factor type A domain,1,"1014,","1157,",1.10E-13
3655,IPR000608,Ubiquitin-conjugating enzyme E2,ProSiteProfiles,PS50127,Ubiquitin-conjugating enzymes family profile.,1,"1252,","1384,",28.599
3655,IPR002035,"von Willebrand factor, type A",ProSiteProfiles,PS50234,VWFA domain profile.,1,"1006,","1177,",9.478
3655,IPR003613,U box domain,ProSiteProfiles,PS51698,U-box domain profile.,1,"688,","761,",14.296
3655,\N,\N,SMART,SM00212,"Ubiquitin-conjugating enzyme E2, catalytic domain homologues",1,"1252,","1395,",2.30E-36
3655,IPR003613,U box domain,SMART,SM00504,Modified RING finger domain,1,"692,","754,",1.50E-11
3655,IPR002035,"von Willebrand factor, type A",SUPERFAMILY,SSF53300,\N,1,"1016,","1153,",1.32E-16
3655,IPR016135,Ubiquitin-conjugating enzyme/RWD-like,SUPERFAMILY,SSF54495,\N,1,"1239,","1396,",3.33E-40
3655,\N,\N,SUPERFAMILY,SSF57850,\N,1,"682,","758,",3.97E-18
3656,IPR000608,Ubiquitin-conjugating enzyme E2,HMMPfam,PF00179,Ubiquitin-conjugating enzyme,1,"1518,","1654,",2.70E-29
3656,IPR003613,U box domain,HMMPfam,PF04564,U-box domain,1,"954,","1022,",1.00E-13
3656,\N,\N,HMMPfam,PF13519,von Willebrand factor type A domain,1,"1279,","1422,",1.30E-13
3656,IPR000608,Ubiquitin-conjugating enzyme E2,ProSiteProfiles,PS50127,Ubiquitin-conjugating enzymes family profile.,1,"1517,","1649,",28.599
3656,IPR002035,"von Willebrand factor, type A",ProSiteProfiles,PS50234,VWFA domain profile.,1,"1271,","1442,",9.478
3656,IPR003613,U box domain,ProSiteProfiles,PS51698,U-box domain profile.,1,"953,","1026,",14.296
3656,\N,\N,SMART,SM00212,"Ubiquitin-conjugating enzyme E2, catalytic domain homologues",1,"1517,","1660,",2.30E-36
3656,IPR003613,U box domain,SMART,SM00504,Modified RING finger domain,1,"957,","1019,",1.50E-11
3656,IPR002035,"von Willebrand factor, type A",SUPERFAMILY,SSF53300,\N,1,"1281,","1418,",1.63E-16
3656,IPR016135,Ubiquitin-conjugating enzyme/RWD-like,SUPERFAMILY,SSF54495,\N,1,"1504,","1661,",4.20E-40
3656,\N,\N,SUPERFAMILY,SSF57850,\N,1,"947,","1023,",2.78E-18
3657,IPR007941,Protein of unknown function DUF726,HMMPfam,PF05277,Protein of unknown function (DUF726),1,"269,","624,",2.50E-118
3657,IPR029058,Alpha/Beta hydrolase fold,SUPERFAMILY,SSF53474,\N,1,"488,","567,",1.42E-07
3658,IPR013538,Activator of Hsp90 ATPase homologue 1-like,HMMPfam,PF08327,Activator of Hsp90 ATPase homolog 1-like protein,1,"203,","321,",2.90E-18
3658,IPR015310,"Activator of Hsp90 ATPase, N-terminal",HMMPfam,PF09229,"Activator of Hsp90 ATPase, N-terminal",1,"14,","146,",1.40E-35
3658,IPR015310,"Activator of Hsp90 ATPase, N-terminal",SMART,SM01000,"Activator of Hsp90 ATPase, N-terminal",1,"14,","146,",1.50E-50
3658,IPR015310,"Activator of Hsp90 ATPase, N-terminal",SUPERFAMILY,SSF103111,\N,1,"4,","147,",3.66E-41
3658,\N,\N,SUPERFAMILY,SSF55961,\N,1,"191,","324,",3.44E-24
3659,IPR026541,MRG domain,HMMPfam,PF05712,MRG,1,"777,","951,",6.50E-49
3659,IPR025995,RNA binding activity-knot of a chromodomain,HMMPfam,PF11717,RNA binding activity-knot of a chromodomain,1,"16,","69,",5.50E-08
3659,IPR026541,MRG domain,ProSiteProfiles,PS51640,MRG domain profile.,1,"786,","965,",54.327
3659,IPR000953,Chromo/chromo shadow domain,SMART,SM00298,Chromatin organization modifier domain,1,"26,","86,",5.20E-06
3659,IPR016197,Chromo domain-like,SUPERFAMILY,SSF54160,\N,2,"7,785,","107,811,","2.78E-24,2.78E-24"
3660,IPR018565,Kinetochore subunit NKP2,HMMPfam,PF09447,Cnl2/NKP2 family protein,1,"5,","76,",2.00E-11
3661,IPR000146,"Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase",HMMPfam,PF00316,Fructose-1-6-bisphosphatase,1,"25,","351,",8.30E-122
3661,IPR000146,"Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase",PIRSF,PIRSF000904,\N,1,"21,","352,",325
3661,IPR028343,"Fructose-1,6-bisphosphatase",PIRSF,PIRSF500210,\N,1,"21,","352,",327
3661,IPR028343,"Fructose-1,6-bisphosphatase",PRINTS,PR00115,"Fructose-1,6-bisphosphatase signature",6,"50,87,170,202,228,327,","77,113,193,225,255,352,","3.9E-60,3.9E-60,3.9E-60,3.9E-60,3.9E-60,3.9E-60"
3661,IPR020548,"Fructose-1,6-bisphosphatase, active site",ProSitePatterns,PS00124,Fructose-1-6-bisphosphatase active site.,1,"292,","304,",-
3661,\N,\N,SUPERFAMILY,SSF56655,\N,1,"20,","351,",2.44E-108
3664,IPR013149,"Alcohol dehydrogenase, C-terminal",HMMPfam,PF00107,Zinc-binding dehydrogenase,1,"189,","316,",7.80E-24
3664,IPR013154,Alcohol dehydrogenase GroES-like,HMMPfam,PF08240,Alcohol dehydrogenase GroES-like domain,1,"27,","148,",9.30E-30
3664,IPR002328,"Alcohol dehydrogenase, zinc-type, conserved site",ProSitePatterns,PS00059,Zinc-containing alcohol dehydrogenases signature.,1,"73,","87,",-
3664,IPR020843,"Polyketide synthase, enoylreductase domain",SMART,SM00829,Enoylreductase,1,"11,","356,",8.60E-04
3664,IPR011032,GroES (chaperonin 10)-like,SUPERFAMILY,SSF50129,\N,1,"3,","188,",1.29E-44
3664,\N,\N,SUPERFAMILY,SSF51735,\N,1,"151,","320,",1.69E-30
3666,IPR011566,Ubiquinone biosynthesis protein Coq7,HMMPfam,PF03232,Ubiquinone biosynthesis protein COQ7,1,"29,","210,",4.30E-65
3666,IPR009078,Ferritin-like superfamily,SUPERFAMILY,SSF47240,\N,1,"31,","177,",5.58E-14
3667,IPR004343,Plus-3,HMMPfam,PF03126,Plus-3 domain,1,"269,","377,",1.40E-24
3667,IPR004343,Plus-3,ProSiteProfiles,PS51360,Plus3 domain profile.,1,"264,","400,",23.535
3667,IPR018144,"Plus-3 domain, subgroup",SMART,SM00719,Short conserved domain in transcriptional regulators.,1,"264,","377,",6.60E-05
3667,\N,\N,SUPERFAMILY,SSF159042,\N,1,"266,","398,",1.83E-30
3668,IPR023210,NADP-dependent oxidoreductase domain,HMMPfam,PF00248,Aldo/keto reductase family,1,"111,","420,",3.90E-52
3668,IPR023210,NADP-dependent oxidoreductase domain,SUPERFAMILY,SSF51430,\N,1,"112,","423,",1.03E-63
3669,IPR023210,NADP-dependent oxidoreductase domain,HMMPfam,PF00248,Aldo/keto reductase family,1,"111,","420,",3.90E-52
3669,IPR023210,NADP-dependent oxidoreductase domain,SUPERFAMILY,SSF51430,\N,1,"112,","423,",1.03E-63
3674,IPR002130,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,HMMPfam,PF00160,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,1,"12,","175,",4.40E-46
3674,IPR013105,Tetratricopeptide TPR2,HMMPfam,PF07719,Tetratricopeptide repeat,1,"310,","343,",4.90E-06
3674,IPR002130,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,PRINTS,PR00153,Cyclophilin peptidyl-prolyl cis-trans isomerase signature,5,"29,65,108,123,136,","44,77,123,135,151,","1.1E-35,1.1E-35,1.1E-35,1.1E-35,1.1E-35"
3674,IPR020892,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site",ProSitePatterns,PS00170,Cyclophilin-type peptidyl-prolyl cis-trans isomerase signature.,1,"60,","77,",-
3674,IPR019734,Tetratricopeptide repeat,ProSiteProfiles,PS50005,TPR repeat profile.,2,"217,310,","250,343,","6.372,11.358"
3674,IPR002130,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,ProSiteProfiles,PS50072,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.,1,"12,","176,",44.753
3674,IPR013026,Tetratricopeptide repeat-containing domain,ProSiteProfiles,PS50293,TPR repeat region circular profile.,2,"217,310,","250,343,","6.599,11.619"
3674,IPR019734,Tetratricopeptide repeat,SMART,SM00028,Tetratricopeptide repeats,3,"217,270,310,","250,303,343,","20.0,220.0,2.8E-4"
3674,\N,\N,SUPERFAMILY,SSF48452,\N,1,"214,","360,",2.00E-20
3674,IPR029000,Cyclophilin-like domain,SUPERFAMILY,SSF50891,\N,1,"8,","177,",4.68E-73
3675,\N,\N,HMMPfam,PF13450,NAD(P)-binding Rossmann-like domain,1,"20,","74,",2.20E-10
3675,\N,\N,SUPERFAMILY,SSF51905,\N,2,"16,462,","333,494,","9.57E-22,9.57E-22"
3676,IPR002198,Short-chain dehydrogenase/reductase SDR,HMMPfam,PF00106,short chain dehydrogenase,1,"4,","185,",4.60E-25
3676,IPR002198,Short-chain dehydrogenase/reductase SDR,PRINTS,PR00080,Short-chain dehydrogenase/reductase (SDR) superfamily signature,3,"88,150,170,","99,158,189,","4.1E-6,4.1E-6,4.1E-6"
3676,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,6,"5,88,144,170,190,223,","22,99,160,189,207,243,","7.3E-24,7.3E-24,7.3E-24,7.3E-24,7.3E-24,7.3E-24"
3676,\N,\N,SUPERFAMILY,SSF51735,\N,1,"4,","257,",4.64E-55
3677,IPR003891,"Initiation factor eIF-4 gamma, MA3",HMMPfam,PF02847,MA3 domain,1,"679,","797,",1.20E-16
3677,IPR003890,"MIF4G-like, type 3",HMMPfam,PF02854,MIF4G domain,1,"353,","557,",4.50E-25
3677,IPR003891,"Initiation factor eIF-4 gamma, MA3",ProSiteProfiles,PS51366,MI domain profile.,1,"678,","809,",17.544
3677,IPR003890,"MIF4G-like, type 3",SMART,SM00543,Middle domain of eukaryotic initiation factor 4G (eIF4G),1,"352,","557,",9.10E-24
3677,IPR003891,"Initiation factor eIF-4 gamma, MA3",SMART,SM00544,"Domain in DAP-5, eIF4G, MA-3 and other proteins.",1,"679,","800,",7.50E-12
3677,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,1,"345,","559,",2.30E-41
3678,IPR003210,"Signal recognition particle, SRP14 subunit",HMMPfam,PF02290,Signal recognition particle 14kD protein,1,"8,","117,",6.80E-23
3678,IPR009018,"Signal recognition particle, SRP9/SRP14 subunit",SUPERFAMILY,SSF54762,\N,1,"7,","120,",5.49E-20
3679,IPR024758,Inheritance of peroxisomes protein 1,HMMPfam,PF12634,Inheritance of peroxisomes protein 1,1,"41,","176,",1.80E-28
3681,IPR002293,Amino acid/polyamine transporter I,HMMPfam,PF13520,Amino acid permease,1,"56,","496,",1.90E-48
3681,IPR002293,Amino acid/polyamine transporter I,PIRSF,PIRSF006060,\N,1,"32,","520,",471
3682,IPR000182,GNAT domain,HMMPfam,PF13508,Acetyltransferase (GNAT) domain,1,"189,","243,",1.40E-09
3682,IPR000182,GNAT domain,ProSiteProfiles,PS51186,Gcn5-related N-acetyltransferase (GNAT) domain profile.,1,"125,","262,",11.252
3682,IPR016181,Acyl-CoA N-acyltransferase,SUPERFAMILY,SSF55729,\N,2,"1,187,","72,244,","7.98E-14,7.98E-14"
3684,IPR006108,"3-hydroxyacyl-CoA dehydrogenase, C-terminal",HMMPfam,PF00725,"3-hydroxyacyl-CoA dehydrogenase, C-terminal domain",1,"233,","329,",7.80E-34
3684,IPR006176,"3-hydroxyacyl-CoA dehydrogenase, NAD binding",HMMPfam,PF02737,"3-hydroxyacyl-CoA dehydrogenase, NAD binding domain",1,"45,","227,",4.00E-53
3684,IPR022694,3-hydroxyacyl-CoA dehydrogenase,PIRSF,PIRSF000105,\N,1,"37,","330,",290
3684,IPR006180,"3-hydroxyacyl-CoA dehydrogenase, conserved site",ProSitePatterns,PS00067,3-hydroxyacyl-CoA dehydrogenase signature.,1,"230,","254,",-
3684,IPR008927,"6-phosphogluconate dehydrogenase, C-terminal-like",SUPERFAMILY,SSF48179,\N,1,"232,","329,",2.81E-33
3684,\N,\N,SUPERFAMILY,SSF51735,\N,1,"41,","232,",1.21E-49
3685,IPR006906,Timeless protein,HMMPfam,PF04821,Timeless protein,1,"35,","307,",1.10E-82
3685,IPR007725,Timeless C-terminal,HMMPfam,PF05029,Timeless protein C terminal region,1,"650,","1098,",5.60E-26
3686,IPR000581,Dihydroxy-acid/6-phosphogluconate dehydratase,HMMPfam,PF00920,Dehydratase family,1,"60,","592,",3.10E-201
3686,IPR020558,"Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site",ProSitePatterns,PS00886,Dihydroxy-acid and 6-phosphogluconate dehydratases signature 1.,1,"147,","157,",-
3686,IPR020558,"Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site",ProSitePatterns,PS00887,Dihydroxy-acid and 6-phosphogluconate dehydratases signature 2.,1,"503,","514,",-
3686,\N,\N,SUPERFAMILY,SSF143975,\N,1,"19,","415,",2.09E-124
3686,IPR015928,"Aconitase/3-isopropylmalate dehydratase, swivel",SUPERFAMILY,SSF52016,\N,1,"417,","596,",9.42E-52
3686,IPR004404,Dihydroxy-acid dehydratase,TIGRFAM,TIGR00110,ilvD: dihydroxy-acid dehydratase,1,"41,","595,",1.50E-197
3687,IPR004000,Actin family,HMMPfam,PF00022,Actin,1,"16,","468,",1.90E-91
3687,IPR004000,Actin family,SMART,SM00268,Actin,1,"17,","469,",1.90E-84
3687,\N,\N,SUPERFAMILY,SSF53067,\N,3,"17,193,337,","163,303,469,","3.88E-23,2.74E-55,2.74E-55"
3688,IPR006683,Thioesterase superfamily,HMMPfam,PF03061,Thioesterase superfamily,1,"53,","129,",3.10E-11
3688,IPR029069,HotDog domain,SUPERFAMILY,SSF54637,\N,1,"16,","136,",8.92E-21
3689,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,HMMPfam,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain,1,"41,","71,",1.40E-07
3689,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSitePatterns,PS00463,Zn(2)-C6 fungal-type DNA-binding domain signature.,1,"41,","69,",-
3689,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,ProSiteProfiles,PS50048,Zn(2)-C6 fungal-type DNA-binding domain profile.,1,"41,","71,",10.843
3689,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SMART,SM00066,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain,1,"36,","80,",4.30E-08
3689,IPR001138,Zn(2)-C6 fungal-type DNA-binding domain,SUPERFAMILY,SSF57701,\N,1,"39,","73,",4.06E-09
3690,IPR004598,Transcription factor TFIIH subunit p52/Tfb2,HMMPfam,PF03849,Transcription factor Tfb2,1,"10,","406,",8.20E-123
3690,IPR004598,Transcription factor TFIIH subunit p52/Tfb2,TIGRFAM,TIGR00625,tfb2: transcription factor Tfb2,1,"10,","491,",1.30E-138
3691,IPR001680,WD40 repeat,HMMPfam,PF00400,"WD domain, G-beta repeat",1,"111,","196,",0.0063
3691,IPR000547,"Clathrin, heavy chain/VPS, 7-fold repeat",HMMPfam,PF00637,Region in Clathrin and VPS,1,"1009,","1102,",3.70E-17
3691,IPR000547,"Clathrin, heavy chain/VPS, 7-fold repeat",ProSiteProfiles,PS50236,Clathrin heavy-chain (CHCR) repeat profile.,1,"936,","1104,",14.48
3691,IPR000547,"Clathrin, heavy chain/VPS, 7-fold repeat",SMART,SM00299,Clathrin heavy chain repeat homology,1,"980,","1104,",4.70E-06
3691,IPR017986,WD40-repeat-containing domain,SUPERFAMILY,SSF50978,\N,3,"86,183,274,","131,244,309,","1.21E-13,1.21E-13,1.21E-13"
3692,IPR003734,Protein of unknown function DUF155,HMMPfam,PF02582,"Uncharacterised ACR, YagE family COG1723",1,"215,","421,",2.00E-40
3695,IPR007720,N-acetylglucosaminyl transferase component,HMMPfam,PF05024,N-acetylglucosaminyl transferase component (Gpi1),1,"358,","546,",8.50E-60
3696,\N,\N,HMMPfam,PF14378,PAP2 superfamily,1,"198,","316,",9.50E-17
3697,IPR007701,"Interferon-related developmental regulator, N-terminal",HMMPfam,PF05004,Interferon-related developmental regulator (IFRD),1,"80,","379,",4.00E-29
3697,IPR016024,Armadillo-type fold,SUPERFAMILY,SSF48371,\N,1,"64,","295,",3.42E-11
3698,IPR000433,"Zinc finger, ZZ-type",HMMPfam,PF00569,"Zinc finger, ZZ type",2,"307,374,","343,417,","5.1E-5,1.2E-8"
3698,IPR000433,"Zinc finger, ZZ-type",ProSiteProfiles,PS50135,Zinc finger ZZ-type profile.,4,"211,307,373,434,","261,335,420,487,","8.506,8.585,11.364,9.012"
3698,IPR000433,"Zinc finger, ZZ-type",SMART,SM00291,"Zinc-binding domain, present in Dystrophin, CREB-binding protein.",4,"211,302,373,434,","257,346,418,485,","0.13,0.0088,1.2E-8,0.011"
3698,\N,\N,SUPERFAMILY,SSF57850,\N,4,"207,307,373,427,","269,354,432,491,","1.41E-9,4.47E-7,1.53E-14,8.59E-12"
3699,IPR018545,Btz domain,HMMPfam,PF09405,CASC3/Barentsz eIF4AIII binding,1,"153,","252,",4.60E-20
3699,IPR018545,Btz domain,SMART,SM01044,CASC3/Barentsz eIF4AIII binding,1,"135,","265,",5.70E-09
3700,IPR000504,RNA recognition motif domain,HMMPfam,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",1,"214,","271,",8.20E-13
3700,\N,\N,HMMPfam,PF14259,"RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)",1,"107,","185,",1.50E-09
3700,IPR000504,RNA recognition motif domain,ProSiteProfiles,PS50102,Eukaryotic RNA Recognition Motif (RRM) profile.,2,"105,212,","192,310,","12.339,15.221"
3700,IPR000504,RNA recognition motif domain,SMART,SM00360,RNA recognition motif,2,"106,213,","188,286,","1.8E-7,1.4E-12"
3700,\N,\N,SUPERFAMILY,SSF54928,\N,1,"105,","271,",2.45E-30
3701,\N,\N,HMMPfam,PF14612,"IEC3 subunit of the Ino80 complex, chromatin re-modelling",1,"33,","259,",5.60E-61
3702,IPR000648,Oxysterol-binding protein,HMMPfam,PF01237,Oxysterol-binding protein,1,"599,","953,",1.10E-121
3702,\N,\N,HMMPfam,PF15409,Pleckstrin homology domain,1,"224,","311,",1.50E-37
3702,IPR001849,Pleckstrin homology domain,ProSiteProfiles,PS50003,PH domain profile.,1,"219,","313,",13.052
3702,IPR009038,GOLD,ProSiteProfiles,PS50866,GOLD domain profile.,1,"1,","155,",8.837
3702,IPR001849,Pleckstrin homology domain,SMART,SM00233,Pleckstrin homology domain.,1,"220,","315,",2.70E-12
3702,IPR009038,GOLD,SUPERFAMILY,SSF101576,\N,2,"5,88,","55,145,","1.1E-15,1.1E-15"
3702,\N,\N,SUPERFAMILY,SSF144000,\N,1,"598,","967,",1.31E-112
3702,\N,\N,SUPERFAMILY,SSF50729,\N,1,"216,","324,",2.41E-18
3703,IPR000719,Protein kinase domain,HMMPfam,PF00069,Protein kinase domain,1,"122,","384,",5.40E-18
3703,IPR008271,"Serine/threonine-protein kinase, active site",ProSitePatterns,PS00108,Serine/Threonine protein kinases active-site signature.,1,"266,","278,",-
3703,IPR000719,Protein kinase domain,ProSiteProfiles,PS50011,Protein kinase domain profile.,1,"115,","439,",19.354
3703,IPR002290,"Serine/threonine/dual specificity protein kinase, catalytic  domain",SMART,SM00220,"Serine/Threonine protein kinases, catalytic domain",1,"115,","432,",2.30E-09
3703,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,1,"120,","377,",3.69E-27
3704,\N,\N,SUPERFAMILY,SSF55961,\N,1,"23,","68,",1.88E-05
3705,IPR001680,WD40 repeat,HMMPfam,PF00400,"WD domain, G-beta repeat",4,"6,43,194,284,","37,80,218,315,","6.0E-4,4.4E-11,2.9E-4,0.0091"
3705,IPR019775,"WD40 repeat, conserved site",ProSitePatterns,PS00678,Trp-Asp (WD) repeats signature.,1,"67,","81,",-
3705,IPR001680,WD40 repeat,ProSiteProfiles,PS50082,Trp-Asp (WD) repeats profile.,2,"6,48,","47,89,","12.079,17.627"
3705,IPR017986,WD40-repeat-containing domain,ProSiteProfiles,PS50294,Trp-Asp (WD) repeats circular profile.,1,"6,","229,",26.129
3705,IPR001680,WD40 repeat,SMART,SM00320,WD40 repeats,6,"1,41,83,137,179,278,","38,80,126,176,220,317,","2.2,1.4E-10,39.0,0.87,0.012,0.13"
3705,IPR017986,WD40-repeat-containing domain,SUPERFAMILY,SSF50978,\N,1,"4,","315,",5.19E-57
3706,IPR020630,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",HMMPfam,PF00763,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",1,"119,","236,",1.40E-39
3706,IPR000559,"Formate-tetrahydrofolate ligase, FTHFS",HMMPfam,PF01268,Formate--tetrahydrofolate ligase,1,"425,","1053,",1.10E-257
3706,IPR020631,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",HMMPfam,PF02882,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",1,"241,","403,",4.70E-70
3706,IPR000672,Tetrahydrofolate dehydrogenase/cyclohydrolase,PRINTS,PR00085,Tetrahydrofolate dehydrogenase/cyclohydrolase family signature,7,"149,190,225,272,321,362,379,","171,217,246,292,350,378,397,","8.4E-79,8.4E-79,8.4E-79,8.4E-79,8.4E-79,8.4E-79,8.4E-79"
3706,IPR020628,"Formate-tetrahydrofolate ligase, FTHFS, conserved site",ProSitePatterns,PS00721,Formate--tetrahydrofolate ligase signature 1.,1,"528,","538,",-
3706,IPR020628,"Formate-tetrahydrofolate ligase, FTHFS, conserved site",ProSitePatterns,PS00722,Formate--tetrahydrofolate ligase signature 2.,1,"816,","827,",-
3706,IPR020867,"Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site",ProSitePatterns,PS00767,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 2.,1,"383,","391,",-
3706,\N,\N,SUPERFAMILY,SSF51735,\N,1,"238,","402,",8.02E-54
3706,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,2,"428,627,","575,1050,","1.02E-221,1.02E-221"
3706,\N,\N,SUPERFAMILY,SSF53223,\N,1,"116,","237,",3.17E-39
3707,IPR007219,"Transcription factor domain, fungi",HMMPfam,PF04082,Fungal specific transcription factor domain,1,"121,","377,",4.50E-24
3707,IPR007219,"Transcription factor domain, fungi",SMART,SM00906,Fungal specific transcription factor domain,1,"239,","314,",7.80E-08
3708,IPR000462,CDP-alcohol phosphatidyltransferase,HMMPfam,PF01066,CDP-alcohol phosphatidyltransferase,1,"45,","146,",5.60E-13
3708,IPR016271,"CDP-diacylglycerol--serine O-phosphatidyltransferase, fungal",PIRSF,PIRSF000852,\N,1,"1,","242,",240
3708,IPR000462,CDP-alcohol phosphatidyltransferase,ProSitePatterns,PS00379,CDP-alcohol phosphatidyltransferases signature.,1,"96,","118,",-
3708,IPR004533,CDP-diacylglycerol--serine O-phosphatidyltransferase,TIGRFAM,TIGR00473,pssA: CDP-diacylglycerol-serine O-phosphatidyltransferase,1,"53,","198,",4.90E-37
3709,IPR007504,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1",HMMPfam,PF04410,Gar1/Naf1 RNA binding region,1,"24,","169,",1.30E-41
3709,IPR009000,"Translation protein, beta-barrel domain",SUPERFAMILY,SSF50447,\N,1,"46,","118,",9.89E-20
3710,IPR002314,"Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain",HMMPfam,PF00587,"tRNA synthetase class II core domain (G, H, P, S and T)",1,"435,","613,",4.00E-45
3710,IPR004154,Anticodon-binding,HMMPfam,PF03129,Anticodon binding domain,1,"757,","835,",3.10E-17
3710,IPR012947,"Threonyl/alanyl tRNA synthetase, SAD",HMMPfam,PF07973,Threonyl and Alanyl tRNA synthetase second additional domain,1,"332,","379,",1.50E-11
3710,IPR002320,"Threonine-tRNA ligase, class IIa",PRINTS,PR01047,Threonyl-tRNA synthetase signature,4,"518,551,723,750,","546,574,736,762,","6.6E-38,6.6E-38,6.6E-38,6.6E-38"
3710,IPR006195,"Aminoacyl-tRNA synthetase, class II",ProSiteProfiles,PS50862,Aminoacyl-transfer RNA synthetases class-II family profile.,1,"395,","750,",22.773
3710,IPR012947,"Threonyl/alanyl tRNA synthetase, SAD",SMART,SM00863,Threonyl and Alanyl tRNA synthetase second additional domain,1,"331,","380,",6.30E-17
3710,IPR004154,Anticodon-binding,SUPERFAMILY,SSF52954,\N,1,"743,","852,",7.70E-24
3710,IPR018163,"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain",SUPERFAMILY,SSF55186,\N,1,"225,","402,",5.36E-50
3710,\N,\N,SUPERFAMILY,SSF55681,\N,3,"404,510,722,","483,694,741,","1.1E-80,1.1E-80,1.1E-80"
3710,IPR012676,TGS-like,SUPERFAMILY,SSF81271,\N,1,"177,","224,",4.58E-06
3710,IPR002320,"Threonine-tRNA ligase, class IIa",TIGRFAM,TIGR00418,thrS: threonine--tRNA ligase,1,"234,","691,",4.80E-141
3711,IPR019325,NEDD4/BSD2,HMMPfam,PF10176,Protein of unknown function (DUF2370),1,"128,","327,",1.00E-81
3713,IPR000073,Alpha/beta hydrolase fold-1,HMMPfam,PF12697,Alpha/beta hydrolase family,1,"64,","353,",3.60E-08
3713,IPR029058,Alpha/Beta hydrolase fold,SUPERFAMILY,SSF53474,\N,2,"44,287,","249,368,","1.14E-18,1.14E-18"
