#transcriptId,proteinId,kogid,kogdefline,kogClass,kogGroup
9552,9552,KOG3836,HLH transcription factor EBF/Olf-1 and related DNA binding proteins,Transcription ,INFORMATION STORAGE AND PROCESSING
15,15,KOG1977,DNA mismatch repair protein - MLH3 family,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
106,106,KOG2732,"DNA polymerase delta, regulatory subunit 55","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
181,181,KOG2227,"Pre-initiation complex, subunit CDC6, AAA+ superfamily ATPase","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
264,264,KOG2094,Predicted DNA damage inducible protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
384,384,KOG0298,DEAD box-containing helicase-like transcription factor/DNA repair protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
395,395,KOG0220,Mismatch repair ATPase MSH4 (MutS family),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
416,416,KOG1002,Nucleotide excision repair protein RAD16,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
418,418,KOG0218,Mismatch repair MSH3,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
428,428,KOG0482,"DNA replication licensing factor, MCM7 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
481,481,KOG1806,DEAD box containing helicases,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
519,519,KOG0659,"Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
579,579,KOG2520,5'-3' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
580,580,KOG1009,Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
763,763,KOG4283,"Transcription-coupled repair protein CSA, contains WD40 domain","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
779,779,KOG0217,Mismatch repair ATPase MSH6 (MutS family),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
795,795,KOG2108,3'-5' DNA helicase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
866,866,KOG1929,"Nucleotide excision repair factor NEF2, RAD4/CUT5 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
872,872,KOG2519,5'-3' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
935,935,KOG1020,Sister chromatid cohesion protein SCC2/Nipped-B,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
965,965,KOG1038,"Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1049,1049,KOG3108,"Single-stranded DNA-binding replication protein A (RPA), medium (30 kD) subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1062,1062,KOG0969,"DNA polymerase delta, catalytic subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1083,1083,KOG2487,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB4","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1201,1201,KOG1906,DNA polymerase sigma,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1202,1202,KOG0891,DNA-dependent protein kinase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1230,1230,KOG2228,"Origin recognition complex, subunit 4","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1233,1233,KOG0133,Deoxyribodipyrimidine photolyase/cryptochrome,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1252,1252,KOG2810,"Checkpoint 9-1-1 complex, RAD9 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1284,1284,KOG1979,DNA mismatch repair protein - MLH1 family,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1332,1332,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1355,1355,KOG1625,"DNA polymerase alpha-primase complex, polymerase-associated subunit B","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1372,1372,KOG0966,ATP-dependent DNA ligase IV,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1443,1443,KOG3657,"Mitochondrial DNA polymerase gamma, catalytic subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1444,1444,KOG0892,"Protein kinase ATM/Tel1, involved in telomere length regulation and DNA repair","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1486,1486,KOG0287,Postreplication repair protein RAD18,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1607,1607,KOG2043,Signaling protein SWIFT and related BRCT domain proteins,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1618,1618,KOG1968,"Replication factor C, subunit RFC1 (large subunit)","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1748,1748,KOG2044,5'-3' exonuclease HKE1/RAT1,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1804,1804,KOG4062,"6-O-methylguanine-DNA methyltransferase MGMT/MGT1, involved in DNA repair","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1829,1829,KOG1803,DNA helicase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1833,1833,KOG1921,Endonuclease III,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1851,1851,KOG2401,Predicted MutS-related protein involved in mismatch repair,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1877,1877,KOG2519,5'-3' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
1955,1955,KOG2475,CDC45 (cell division cycle 45)-like protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2170,2170,KOG2538,"Origin recognition complex, subunit 3","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2376,2376,KOG2543,"Origin recognition complex, subunit 5","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2396,2396,KOG0990,"Replication factor C, subunit RFC5","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2399,2399,KOG3084,NADH pyrophosphatase I of the Nudix family of hydrolases,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2419,2419,KOG2045,5'-3' exonuclease XRN1/KEM1/SEP1 involved in DNA strand exchange and mRNA turnover,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2436,2436,KOG0481,"DNA replication licensing factor, MCM5 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2451,2451,KOG0221,Mismatch repair ATPase MSH5 (MutS family),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2488,2488,KOG0989,"Replication factor C, subunit RFC4","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2529,2529,KOG4017,DNA excision repair protein XPA/XPAC/RAD14,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2628,2628,KOG2179,"Nucleotide excision repair complex XPC-HR23B, subunit XPC/DPB11","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2631,2631,KOG2031,Tyrosyl-DNA phosphodiesterase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2655,2655,KOG1798,"DNA polymerase epsilon, catalytic subunit A","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2679,2679,KOG2807,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2680,2680,KOG2807,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit SSL1","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2697,2697,KOG0958,"DNA damage-responsive repressor GIS1/RPH1, jumonji superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2700,2700,KOG0889,"Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2793,2793,KOG0133,Deoxyribodipyrimidine photolyase/cryptochrome,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2833,2833,KOG4086,Transcriptional regulator SOH1,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2864,2864,KOG4141,DNA repair and recombination protein RAD52/RAD22,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
2895,2895,KOG1294,Apurinic/apyrimidinic endonuclease and related enzymes,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3119,3119,KOG3069,Peroxisomal NUDIX hydrolase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3194,3194,KOG0967,ATP-dependent DNA ligase I,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3219,3219,KOG2795,Catalytic subunit of the meiotic double strand break transesterase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3285,3285,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3378,3378,KOG3548,DNA damage checkpoint protein RHP9/CRB2/53BP1,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3408,3408,KOG1123,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, 3'-5' helicase subunit SSL2","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3485,3485,KOG1508,DNA replication factor/protein phosphatase inhibitor SET/SPR-2,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3582,3582,KOG3662,Cell division control protein/predicted DNA repair exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3597,3597,KOG1906,DNA polymerase sigma,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3685,3685,KOG1974,DNA topoisomerase I-interacting protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3690,3690,KOG3471,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB2","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3717,3717,KOG2043,Signaling protein SWIFT and related BRCT domain proteins,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3738,3738,KOG2534,DNA polymerase IV (family X),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3814,3814,KOG3314,Ku70-binding protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3858,3858,KOG3303,"Predicted alpha-helical protein, potentially involved in replication/repair","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3919,3919,KOG2841,"Structure-specific endonuclease ERCC1-XPF, ERCC1 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
3954,3954,KOG1918,3-methyladenine DNA glycosidase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4086,4086,KOG1433,DNA repair protein RAD51/RHP55,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4181,4181,KOG2134,Polynucleotide kinase 3' phosphatase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4213,4213,KOG1805,DNA replication helicase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4248,4248,KOG1532,"GTPase XAB1, interacts with DNA repair protein XPA","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4296,4296,KOG2671,Putative RNA methylase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4432,4432,KOG1956,DNA topoisomerase III alpha,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4469,4469,KOG2326,DNA-binding subunit of a DNA-dependent protein kinase (Ku80 autoantigen),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4499,4499,KOG0133,Deoxyribodipyrimidine photolyase/cryptochrome,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4522,4522,KOG1990,Poly(A)-specific exoribonuclease PARN,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4652,4652,KOG0962,"DNA repair protein RAD50, ABC-type ATPase/SMC superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4757,4757,KOG0967,ATP-dependent DNA ligase I,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4807,4807,KOG0991,"Replication factor C, subunit RFC2","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4832,4832,KOG3041,Nucleoside diphosphate-sugar hydrolase of the MutT (NUDIX) family,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
4896,4896,KOG3999,"Checkpoint 9-1-1 complex, HUS1 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5113,5113,KOG0387,Transcription-coupled repair protein CSB/RAD26 (contains SNF2 family DNA-dependent ATPase domain),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5122,5122,KOG2095,DNA polymerase iota/DNA damage inducible protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5178,5178,KOG0480,"DNA replication licensing factor, MCM6 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5189,5189,KOG3194,"Checkpoint 9-1-1 complex, RAD1 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5207,5207,KOG2928,"Origin recognition complex, subunit 2","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5265,5265,KOG1037,"NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5296,5296,KOG2327,DNA-binding subunit of a DNA-dependent protein kinase (Ku70 autoantigen),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5301,5301,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5369,5369,KOG0388,SNF2 family DNA-dependent ATPase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5439,5439,KOG0390,"DNA repair protein, SNF2 family","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5543,5543,KOG0442,"Structure-specific endonuclease ERCC1-XPF, catalytic component XPF/ERCC4","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5560,5560,KOG0351,ATP-dependent DNA helicase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5591,5591,KOG3020,TatD-related DNase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5592,5592,KOG3020,TatD-related DNase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5712,5712,KOG0133,Deoxyribodipyrimidine photolyase/cryptochrome,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5830,5830,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5850,5850,KOG4120,G/T mismatch-specific thymine DNA glycosylase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5946,5946,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5948,5948,KOG4139,Protein kinase essential for the initiation of DNA replication,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
5961,5961,KOG4835,DNA-binding protein C1D involved in regulation of double-strand break repair,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6017,6017,KOG2401,Predicted MutS-related protein involved in mismatch repair,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6049,6049,KOG0477,"DNA replication licensing factor, MCM2 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6056,6056,KOG3020,TatD-related DNase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6098,6098,KOG2875,8-oxoguanine DNA glycosylase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6108,6108,KOG2534,DNA polymerase IV (family X),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6141,6141,KOG1970,"Checkpoint RAD17-RFC complex, RAD17/RAD24 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6223,6223,KOG1978,DNA mismatch repair protein - MLH2/PMS1/Pms2 family,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6309,6309,KOG2095,DNA polymerase iota/DNA damage inducible protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6315,6315,KOG2028,ATPase related to the helicase subunit of the Holliday junction resolvase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6322,6322,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6325,6325,KOG1942,"DNA helicase, TBP-interacting protein","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6464,6464,KOG0851,"Single-stranded DNA-binding replication protein A (RPA), large (70 kD) subunit and related ssDNA-binding proteins","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6491,6491,KOG2994,Uracil DNA glycosylase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6530,6530,KOG3014,Protein involved in establishing cohesion between sister chromatids during DNA replication,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6551,6551,KOG1133,Helicase of the DEAD superfamily,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6641,6641,KOG0250,DNA repair protein RAD18 (SMC family protein),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6661,6661,KOG1167,"Serine/threonine protein kinase of the CDC7 subfamily involved in DNA synthesis, repair and recombination","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6674,6674,KOG4062,"6-O-methylguanine-DNA methyltransferase MGMT/MGT1, involved in DNA repair","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6696,6696,KOG2851,"Eukaryotic-type DNA primase, catalytic (small) subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6766,6766,KOG2372,Oxidation resistance protein,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6832,6832,KOG0219,Mismatch repair ATPase MSH2 (MutS family),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6846,6846,KOG1361,Predicted hydrolase involved in interstrand cross-link repair,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6914,6914,KOG0390,"DNA repair protein, SNF2 family","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
6983,6983,KOG2518,5'-3' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7060,7060,KOG2795,Catalytic subunit of the meiotic double strand break transesterase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7084,7084,KOG1131,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, 5'-3' helicase subunit RAD3","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7098,7098,KOG1433,DNA repair protein RAD51/RHP55,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7141,7141,KOG0217,Mismatch repair ATPase MSH6 (MutS family),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7281,7281,KOG0890,"Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7282,7282,KOG0890,"Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7291,7291,KOG4062,"6-O-methylguanine-DNA methyltransferase MGMT/MGT1, involved in DNA repair","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7373,7373,KOG2496,"Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, cyclin H subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7434,7434,KOG3069,Peroxisomal NUDIX hydrolase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7510,7510,KOG2310,DNA repair exonuclease MRE11,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7513,7513,KOG1897,"Damage-specific DNA binding complex, subunit DDB1","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7547,7547,KOG1514,"Origin recognition complex, subunit 1, and related proteins","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7574,7574,KOG2249,3'-5' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7585,7585,KOG1968,"Replication factor C, subunit RFC1 (large subunit)","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7728,7728,KOG1001,"Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7736,7736,KOG1967,DNA repair/transcription protein Mms19,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7799,7799,KOG0979,"Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7804,7804,KOG2519,5'-3' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7847,7847,KOG1978,DNA mismatch repair protein - MLH2/PMS1/Pms2 family,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7864,7864,KOG1361,Predicted hydrolase involved in interstrand cross-link repair,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7935,7935,KOG2248,3'-5' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7942,7942,KOG3662,Cell division control protein/predicted DNA repair exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
7958,7958,KOG0981,DNA topoisomerase I,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8129,8129,KOG2093,Translesion DNA polymerase - REV1 deoxycytidyl transferase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8199,8199,KOG0526,"Nucleosome-binding factor SPN, POB3 subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8248,8248,KOG0970,"DNA polymerase alpha, catalytic subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8252,8252,KOG0387,Transcription-coupled repair protein CSB/RAD26 (contains SNF2 family DNA-dependent ATPase domain),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8323,8323,KOG1275,"PAB-dependent poly(A) ribonuclease, subunit PAN2","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8326,8326,KOG3997,Major apurinic/apyrimidinic endonuclease/3'-repair diesterase APN1,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8354,8354,KOG0967,ATP-dependent DNA ligase I,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8358,8358,KOG0351,ATP-dependent DNA helicase,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8370,8370,KOG2179,"Nucleotide excision repair complex XPC-HR23B, subunit XPC/DPB11","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8471,8471,KOG1982,"Nuclear 5'-3' exoribonuclease-interacting protein, Rai1p","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8516,8516,KOG1921,Endonuclease III,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8715,8715,KOG1807,Helicases,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8716,8716,KOG1807,Helicases,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8754,8754,KOG2267,"Eukaryotic-type DNA primase, large subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8893,8893,KOG3176,"Predicted alpha-helical protein, potentially involved in replication/repair","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
8948,8948,KOG2035,"Replication factor C, subunit RFC3","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9053,9053,KOG0479,"DNA replication licensing factor, MCM3 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9067,9067,KOG1969,DNA replication checkpoint protein CHL12/CTF18,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9141,9141,KOG0968,"DNA polymerase zeta, catalytic subunit","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9149,9149,KOG1294,Apurinic/apyrimidinic endonuclease and related enzymes,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9200,9200,KOG2401,Predicted MutS-related protein involved in mismatch repair,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9234,9234,KOG1636,DNA polymerase delta processivity factor (proliferating cell nuclear antigen),"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9239,9239,KOG2248,3'-5' exonuclease,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9258,9258,KOG3818,"DNA polymerase epsilon, subunit B","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9286,9286,KOG0478,"DNA replication licensing factor, MCM4 component","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9362,9362,KOG2074,"RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH, subunit TFB1","Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9415,9415,KOG2379,Endonuclease MUS81,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9526,9526,KOG1564,DNA repair protein RHP57,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
9539,9539,KOG2299,Ribonuclease HI,"Replication, recombination and repair ",INFORMATION STORAGE AND PROCESSING
127,127,KOG1268,"Glucosamine 6-phosphate synthetases, contain amidotransferase and phosphosugar isomerase domains",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
169,169,KOG4629,Predicted mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
221,221,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
251,251,KOG1111,"N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
470,470,KOG1854,Mitochondrial inner membrane protein (mitofilin),Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
543,543,KOG2459,"GPI transamidase complex, GPI17/PIG-S component, involved in glycosylphosphatidylinositol anchor biosynthesis",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
615,615,KOG1268,"Glucosamine 6-phosphate synthetases, contain amidotransferase and phosphosugar isomerase domains",Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
616,616,KOG1771,GPI-alpha-mannosyltransferase III (GPI10/PIG-B) involved in glycosylphosphatidylinositol anchor biosynthesis,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
635,635,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
919,919,KOG4177,Ankyrin,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
939,939,KOG3332,N-acetylglucosaminyl phosphatidylinositol de-N-acetylase,Cell wall/membrane/envelope biogenesis ,CELLULAR PROCESSES AND SIGNALING
